path	50%_tile	95%_tile	100%_tile	mean
../data/images/4af6246d9f8d2406a1332091b1299834be6ef311.jpg	1.1151749999999998	3.2185924999999997	4.59818	1.1880955003571427
../data/images/0d8fbb814d0b6cecfaa0f4bb579963c7520d8efa.jpg	1.9366	4.929932499999998	5.86861	2.146298795977273
../data/images/3f7219765d83c53fb2d894ff2b398f0dbbeb0480.jpg	1.0887250000000002	4.1199095	6.43007	1.29624157703125
../data/images/52bac476adef57ddddadce314b8a2fe1b9180be2.jpg	1.178955	3.9148655000000003	6.16242	1.43019338
../data/images/480a448973bb45892afcb86ccd62298c64b35b9f.jpg	0.38448899999999997	2.8912114999999985	3.9422	0.71423589405
../data/images/7b4a8b3781b1ccdff0d1887e8e130879dc5037b6.jpg	1.026935	3.2327374999999976	5.4025	1.1940535441666669
../data/images/3f0a45754a46dcc11da386db9e260a5218949b84.jpg	0.30122	3.2734370000000004	5.24347	0.6544375717
../data/images/a52a7caa05d3f242f43332a6815c6fa1d5275730.jpg	1.0593	3.6697445	5.11164	1.3623566268181817
../data/images/f7278ddb678bc26f67d0346ab255358a48326d77.jpg	0.8570835	3.6149025000000012	4.46695	1.148245927107143
../data/images/2a61589ae2b63edb8287c18f7ae1f46a093d53d4.jpg	1.386595	3.1140719999999993	3.72725	1.5016111516666668
../data/images/6b816f857b3e04b558cf9e610288bcd8d9cbca0d.jpg	0.5158165	3.190384500000001	4.93167	0.7963342577
../data/images/a642f5973cad23287d3abe9217eedb558f69189c.jpg	0.9594735	3.384239999999998	4.48481	1.1330951397000002
../data/images/f4f35d42691d951cb1ce5529c0ba8a9a2dac8595.jpg	0.969198	3.6074925	6.13565	1.2275697778823529
../data/images/d01a478f1132726bf87e7bdb2980e8930ad79445.jpg	0.8582555000000001	2.722077	4.36956	0.9685519785312501
../data/images/47eb7541adee4928ee82e5727ab693a7b2dfca7c.jpg	0.8543195	3.0895495000000004	4.57609	1.1780202236666666
../data/images/32f49b98939e3a51ae07c53228a2479643cef59c.jpg	0.0404736	4.306435999999994	6.46719	0.8152715483181818
../data/images/5121735d27df0696e76f303d33a2dd99e8967d53.jpg	0.742961	2.9784390000000034	5.21239	0.9697492564375001
../data/images/3e5850fdc15ca634f125fcb9f6a70a9c2285d0ba.jpg	1.59402	3.1401049999999997	3.67042	1.6257958338375
../data/images/925cfdc6c31a3b12e55759dfaf90b3a5b19c3d77.jpg	0.8791089999999999	2.6539775000000003	3.30159	1.0949299165687498
../data/images/103992a446b33e43160457f5df5f73bdac4021ca.jpg	0.7484014999999999	2.978806999999999	5.75332	0.9177729766923078
../data/images/f15c6dd6fbfd1584d02c7923c4752e9982bf7a01.jpg	1.64753	4.141356999999999	5.57393	1.8137293414583335
../data/images/a9ff301c835400e1af6bf9be342b3b55669845e0.png	0.8710709999999999	3.2915479999999997	5.41406	0.9965193229999999
../data/images/f32e39fc29def06d8051d36c3b9daa25f04f9e05.jpg	1.211635	2.8714885000000003	3.48636	1.2088328148666665
../data/images/1de9387f9fa71977b4db97cf97374013b530dc55.jpg	1.4764650000000001	4.2447535	5.62276	1.4759160252727272
../data/images/3b477dda5236568778e91f3394df59aee2c8f22d.jpg	1.055035	3.110226499999999	3.96204	1.160212092
../data/images/0a71ca7107a4a9efd58a9ca065d5876dd778dd10.jpg	0.8606875	3.6834374999999993	4.46651	1.2266938097916666
../data/images/22f5f47c356b7cc6a6c340400ef95fbdb76cc218.jpg	0.4273625	2.7644634999999975	4.39161	0.6867794632249999
../data/images/05970ca56936c6ce3b3290497e81f6bc74ff0c15.jpg	1.268735	2.5301885000000004	3.74238	1.2897656615625
../data/images/3e6493b5685c46ca8b73a0594e4e5e9fdb214123.jpg	0.537264	3.166128	4.43983	0.8926356984411765
../data/images/97a28b2964b018fdbb3dd65d2983831367d6ffa0.jpg	0.509295	2.90696	4.07193	0.8867697119333333
../data/images/449a6ae061e9d0401f00b17a27bada5d785466fc.jpg	1.1338300000000001	2.9354634999999982	4.65489	1.1382156674615385
../data/images/276cc75b0f5eefbc9b77b6b4139ad6a08d40efc9.jpg	1.9929299999999999	4.362799999999999	5.64166	2.0976193669999996
../data/images/f859b88cf521f87cd981dbdb2e784923f7c477e4.jpg	-0.17617	3.4942150000000005	5.22788	0.48011481884375007
../data/images/00308e4ba812944f72ba2eade2d7cd0cdf1c11ca.jpg	-0.04031825	2.1193634999999977	2.93461	0.27025173745000003
../data/images/4d8c30cf735b73746f2dc4777ca947657260e684.jpg	1.04402	3.573135499999998	5.89193	1.2372595727875
../data/images/29c301e1848c5aff94d43ba6462beeb8a6848779.jpg	1.113015	3.088261999999999	4.86353	1.3010076161363635
../data/images/7554d27d5f23e1d64c52acf8320872a4ed7ba518.jpg	1.00431	2.9237365	4.01624	1.2259405265333334
../data/images/bbe27740d7356aceef8d2f72b4fa2b95f397b1ca.jpg	0.8212794999999999	2.8638135000000005	4.90756	0.8902921485133334
../data/images/c64d0c28ed7b3213aa82eb040094b59a46d0e09d.jpg	0.22410249999999998	2.5995855	4.41951	0.5695923863133333
../data/images/dd0982d79e80190f8fef95f65a4487b9eb8f103d.jpg	1.7235049999999998	3.8765225	4.30702	1.7192717131000002
../data/images/ebea57a0fbe799289bf37783c1ab61233fd27ee2.jpg	-0.0733547	3.212207999999993	5.59618	0.3763614421818182
../data/images/b1dd138cac5e7634535a829452f99e15127b7cbf.jpg	-0.07345204999999999	2.0368530000000002	2.71983	0.25149035560000005
../data/images/898fdc96cc836a3c6c5d3d178c600481f3c87c78.jpg	1.52227	4.043435500000001	6.19273	1.6579688021999996
../data/images/bc916e1344f1f6d20f3200f493b90799f86701ff.jpg	0.9606954999999999	3.901372499999997	4.84056	1.27905079831
../data/images/a0ecfbf59d725220b6806a2cb349426636fcdd3c.jpg	0.2053935	2.5972575	3.41559	0.5719429154705883
../data/images/1b2f69cc2944b237ce1e4abfab6bbff80fd028dc.jpg	0.40026649999999997	3.7633690000000035	6.11698	0.8360831669062501
../data/images/ff0d77327e3b40b1427835b1477941a9dbdcf366.jpg	0.5043115	3.195789000000003	6.14305	0.8178612979250001
../data/images/d51cee06bfd862689dfae69a505affb49610734a.jpg	-0.0677299	3.4940255000000007	5.34605	0.5283065817000001
../data/images/7c65bdea9dc8b9ea8730a1337853c25842d5737a.png	0.62747	3.1200330000000003	3.8861	0.5908682973333333
../data/images/dad84dc9e913a9b3ce07de5f1ce51e7f0c98d5b8.jpg	-0.02777675	2.902473	4.24304	0.5362288785333333
../data/images/f93440b35de35ffa9e93e1db44a6e9c83a375fbb.jpg	0.631667	3.1013269999999977	5.26721	0.8324334589275
../data/images/9295ee3dff9d669c880a3ba65ba2396dd7052b4e.jpg	1.0505499999999999	4.705929999999999	6.45785	1.35018495005
../data/images/28fbf9ffac47e7e1737cc2a431a8b33870e2f06e.jpg	0.14522849999999998	1.72462	2.7525	0.38935545745625
../data/images/04fae15b8be697b02f868b0af48dd1cedeaa2353.jpg	2.93709	4.288962000000001	6.0757	2.770607163733333
../data/images/03acbe2ec4d4137ba02d203c454cbc2e53ce17ae.jpg	0.193573	2.7770555	4.24011	0.5793929998807692
../data/images/647669812dd7144f234afed9a1e141703389b7d0.jpg	1.79764	3.707216500000001	4.78832	1.8651585168999998
../data/images/0a22b17fa26aa9370c5b146eb5a3ceb9f3ffab04.jpg	0.0966244	2.806841000000001	4.33852	0.5952043472666668
../data/images/e6a91c34c32cb1e399c27eac6ab03c5d1cd079a8.jpg	1.639815	3.696389499999997	5.55968	1.6613885525
../data/images/8162ab1d86510ae7b13701c9ca8d18c2b8cf9be6.jpg	1.1187749999999999	3.6975484999999972	4.74266	1.3874591126125
../data/images/5b63d04dff82b982175aecfb91b0f83afe6010e4.jpg	1.7652700000000001	3.337639499999999	4.84938	1.7631767895833332
../data/images/73248de92db851ff9a3257364fb829a8dddf8c32.jpg	0.357912	2.2284254999999997	3.07921	0.5940495756666667
../data/images/ee39e590eb9531d5c6ac03c9b6e1d2f7333d8290.jpg	0.8138974999999999	4.267807	5.6649	1.1773609054666667
../data/images/c46054c8315d9c365b3502457e41adda7ebeb9de.jpg	1.1602999999999999	3.5052680000000005	4.47524	1.4372474905666668
../data/images/1024f9617eab7e6aefc042efd3b92992445df5c1.jpg	0.35805149999999997	2.9933275	6.02682	0.6488637573033332
../data/images/6ae08e89ed475d6d7dafbce85fcbb60b0ce4c00c.jpg	1.12339	2.0176005	2.72191	1.069043223
../data/images/9a80ddc87e53660c52c5211bcfd4004a73652827.jpg	0.767102	3.5014720000000006	5.39319	1.1134858261
../data/images/9b6574a1aa2482c7ba1315a0a8d6d5c2fd8b772e.jpg	0.924777	3.3307324999999994	4.52015	1.0784265891
../data/images/0768fdc1d4e34c629572f608d0eda4816612efca.jpg	1.49126	3.4411704999999984	4.64128	1.47487349215
../data/images/f95eef377948751bfd3e85508ebd9a1395dca294.jpg	1.09812	3.956879	5.37765	1.2630413665833333
../data/images/c946ee4f3c1af24e502e2e4ff80d47487065f49a.jpg	1.613565	2.8838324999999982	3.85954	1.6296243
../data/images/1e68c0ef33c5ad081c701e875dbb932053bdf346.jpg	0.7407655	3.2604005000000007	4.48856	1.0313277150333335
../data/images/db224d4dddf6982e611e533b807eedf3c8d44bc5.jpg	1.471285	2.9335955	4.54172	1.4303936937666666
../data/images/cd5b1b1ea22f686de0bd8d749b8c1857bacf599d.jpg	-0.08438899999999999	2.4124174999999988	4.37627	0.26836973462499997
../data/images/5514d9619283f58820c4344a15f0b285107d58b1.jpg	1.526105	3.7009859999999986	5.12614	1.692264534083333
../data/images/bdbc462cc299272c688b493890a1e3c131e0878b.jpg	0.7127870000000001	3.0076784999999977	4.12511	0.87415673368
../data/images/1e274318b303462daad7856c1a6c01f923584836.jpg	0.971857	5.017218	5.93456	1.573940364277273
../data/images/0e92e3d5d788adb535ac52043d448b6e000e7667.jpg	0.8042595	3.1388680000000004	5.93673	1.0044012849333335
../data/images/582e7514873bd98b9d5ff3d508257816cf7cabc5.jpg	0.979087	3.2176844999999985	4.12411	1.2259087268181819
../data/images/360406bbff5980ac5626552e5fdaf589c26f63c3.jpg	1.3681649999999999	3.382053	5.27514	1.4335683667666665
../data/images/98dc43dffa8240ebdb7385b4d7b4f5c1893bb26d.jpg	0.6315824999999999	4.330747500000003	6.53773	1.0528200644666668
../data/images/b10f596718348ba7a64e65a0d87a4de2608ea59a.jpg	1.25092	3.3603820000000004	4.52407	1.3876936025666666
../data/images/b9fec1f9c14d05a33c418560ea9c266fd38b60be.jpg	1.465225	3.3934159999999935	5.38655	1.5700031862500001
../data/images/ec2ce0a20e26003c62f1a84ff76753d47d6a8cd1.jpg	1.01275	3.354736	4.52371	1.2559142524636364
../data/images/eae1dfb9c775fa699a24c7276753af07472ecb3c.jpg	0.46785849999999995	3.553515499999998	6.36731	0.8961336690600001
../data/images/64b3fe00237105e45ef0bb13b88fdb2ef3af5a3b.jpg	1.554315	3.017002	4.1933	1.4998684101
../data/images/55682bb7836f4cb64553fcc72691c9523035f08d.jpg	0.6216835	3.0347299999999984	4.66138	0.8694080509775
../data/images/59d1353d5a36b2371544087e356f7ba8f75bb223.jpg	0.909929	3.7422725	4.76225	1.1615646085666667
